LEI_Code,NSA,Period,Item,Label,Amount,n_quarters
724500DWE10NNL1AXZ52,NL,201512,1620106,Other Reserves,0,4
724500DWE10NNL1AXZ52,NL,201512,1620107,Funds for general banking risk,0,4
724500DWE10NNL1AXZ52,NL,201512,1620108,Minority interest given recognition in CET1 capital,0,4
724500DWE10NNL1AXZ52,NL,201512,1620109,Adjustments to CET1 due to prudential filters,1075.731104,4
724500DWE10NNL1AXZ52,NL,201512,1620110,(-) Intangible assets (including Goodwill),-260.031469,4
724500DWE10NNL1AXZ52,NL,201512,1620111,(-) DTAs that rely on future profitability and do not arise from temporary differences net of associated DTLs,-9.177479,4
724500DWE10NNL1AXZ52,NL,201512,1620112,(-) IRB shortfall of credit risk adjustments to expected losses,-260.796693,4
724500DWE10NNL1AXZ52,NL,201512,1620113,(-) Defined benefit pension fund assets,0,4
724500DWE10NNL1AXZ52,NL,201512,1620114,(-) Reciprocal cross holdings in CET1 Capital,0,4
724500DWE10NNL1AXZ52,NL,201512,1620115,(-) Excess deduction from AT1 items over AT1 Capital,0,4
724500DWE10NNL1AXZ52,NL,201512,1620116,(-) Deductions related to assets which can alternatively be subject to a 1.250% risk weight,0,4
724500DWE10NNL1AXZ52,NL,201512,1620117,(-) Deductions related to assets which can alternatively be subject to a 1.250% risk weight - Of which: from securitisation positions (-),0,4
724500DWE10NNL1AXZ52,NL,201512,1620118,(-) Holdings of CET1 capital instruments of financial sector entities where the institiution does not have a significant investment,0,4
724500DWE10NNL1AXZ52,NL,201512,1620119,(-) Deductible DTAs that rely on future profitability and arise from temporary differences,0,4
724500DWE10NNL1AXZ52,NL,201512,1620120,(-) Holdings of CET1 capital instruments of financial sector entities where the institiution has a significant investment,0,4
724500DWE10NNL1AXZ52,NL,201512,1620121,(-) Amount exceding the 17.65% threshold,0,4
724500DWE10NNL1AXZ52,NL,201512,1620122,(-) Additional deductions of CET1 Capital due to Article 3 CRR,0,4
724500DWE10NNL1AXZ52,NL,201512,1620123,CET1 capital elements or deductions - other,0,4
724500DWE10NNL1AXZ52,NL,201512,1620124,Transitional adjustments,72.834606,4
724500DWE10NNL1AXZ52,NL,201512,1620125,Transitional adjustments due to grandfathered CET1 Capital instruments (+/-),0,4
724500DWE10NNL1AXZ52,NL,201512,1620126,Transitional adjustments due to additional minority interests (+/-),0,4
724500DWE10NNL1AXZ52,NL,201512,1620127,Other transitional adjustments to CET1 Capital (+/-),72.834606,4
724500DWE10NNL1AXZ52,NL,201512,1620128,ADDITIONAL TIER 1 CAPITAL (net of deductions and after transitional adjustments),1458.742111,4
724500DWE10NNL1AXZ52,NL,201512,1620129,Additional Tier 1 Capital instruments,993,4
724500DWE10NNL1AXZ52,NL,201512,1620130,(-) Excess deduction from T2 items over T2 capital,0,4
724500DWE10NNL1AXZ52,NL,201512,1620131,Other Additional Tier 1 Capital components and deductions,0,4
724500DWE10NNL1AXZ52,NL,201512,1620132,Additional Tier 1 transitional adjustments,465.742111,4
724500DWE10NNL1AXZ52,NL,201512,1620133,TIER 1 CAPITAL (net of deductions and after transitional adjustments),18226.391194,4
724500DWE10NNL1AXZ52,NL,201512,1620134,TIER 2 CAPITAL (net of deductions and after transitional adjustments),5204.693995,4
724500DWE10NNL1AXZ52,NL,201512,1620135,Tier 2 Capital instruments,2844.977748,4
724500DWE10NNL1AXZ52,NL,201512,1620136,Other Tier 2 Capital components and deductions,91.371526,4
724500DWE10NNL1AXZ52,NL,201512,1620137,Tier 2 transitional adjustments,2268.344721,4
724500DWE10NNL1AXZ52,NL,201512,1620138,TOTAL RISK EXPOSURE AMOUNT,108000.54026,4
724500DWE10NNL1AXZ52,NL,201512,1620139,TOTAL RISK EXPOSURE AMOUNT - Of which: Transitional adjustments included,0,4
724500DWE10NNL1AXZ52,NL,201512,1620140,COMMON EQUITY TIER 1 CAPITAL RATIO (transitional period),0.1552552334,4
724500DWE10NNL1AXZ52,NL,201512,1620141,TIER 1 CAPITAL RATIO (transitional period),0.1687620372,4
724500DWE10NNL1AXZ52,NL,201512,1620142,TOTAL CAPITAL RATIO (transitional period),0.2169534072,4
724500DWE10NNL1AXZ52,NL,201512,1620143,COMMON EQUITY TIER 1 CAPITAL (fully loaded),16694.814477,4
724500DWE10NNL1AXZ52,NL,201512,1620146,COMMON EQUITY TIER 1 CAPITAL RATIO (fully loaded),0.1545808422,4
724500DWE10NNL1AXZ52,NL,201512,1620201,Risk exposure amount for credit exposures,88957.633559,4
724500DWE10NNL1AXZ52,NL,201512,1620202,Risk exposure amount for credit exposures - of which: for securitisation and re-securitisations in the banking book,83.5114,4
724500DWE10NNL1AXZ52,NL,201512,1620203,Risk exposure amount for credit exposures - of which: for contributions to the default fund of a CCP,251.81429,4
724500DWE10NNL1AXZ52,NL,201512,1620204,Risk exposure amount for credit exposures - of which: for Other credit risk,88622.307869,4
724500DWE10NNL1AXZ52,NL,201512,1620205,"Risk exposure amount for position, foreign exchange and commodities (Market risk)",1710.434069,4
724500DWE10NNL1AXZ52,NL,201512,1620206,Risk exposure amount for Market risk -   of which: Risk exposure amount for securitisation and re-securitisations in the trading book,0,4
724500DWE10NNL1AXZ52,NL,201512,1620207,Risk exposure amount for Credit Valuation Adjustment,1105.256623,4
724500DWE10NNL1AXZ52,NL,201512,1620208,Risk exposure amount for operational risk,16227.216013,4
724500DWE10NNL1AXZ52,NL,201512,1620209,Other risk exposure amounts,0,4
724500DWE10NNL1AXZ52,NL,201512,1620210,Total Risk exposure amount,108000.54026,4
724500DWE10NNL1AXZ52,NL,201512,1620301,Interest income,12943.954349,4
724500DWE10NNL1AXZ52,NL,201512,1620302,Interest income - Of which debt securities income,695.778498,4
724500DWE10NNL1AXZ52,NL,201512,1620303,Interest income - Of which loans and advances income,10325.294988,4
724500DWE10NNL1AXZ52,NL,201512,1620304,Interest expenses,6924.238149,4
724500DWE10NNL1AXZ52,NL,201512,1620305,Interest expenses - (Of which deposits expenses),2301.962005,4
724500DWE10NNL1AXZ52,NL,201512,1620306,Interest expenses - (Of which debt securities issued expenses),2097.437719,4
724500DWE10NNL1AXZ52,NL,201512,1620307,Expenses on share capital repayable on demand,0,4
724500DWE10NNL1AXZ52,NL,201512,1620308,Dividend income,54.734157,4
724500DWE10NNL1AXZ52,NL,201512,1620309,Net Fee and commission income,1829.013779,4
724500DWE10NNL1AXZ52,NL,201512,1620310,Gains or (-) losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss_ and of non financial assets_ net,57.631566,4
724500DWE10NNL1AXZ52,NL,201512,1620311,Gains or (-) losses on financial assets and liabilities held for trading_ net,171.587053,4
724500DWE10NNL1AXZ52,NL,201512,1620312,Gains or (-) losses on financial assets and liabilities designated at fair value through profit or loss_ net,129.164133,4
724500DWE10NNL1AXZ52,NL,201512,1620313,Gains or (-) losses from hedge accounting_ net,70.682843,4
724500DWE10NNL1AXZ52,NL,201512,1620314,Exchange differences [gain or (-) loss]_ net,0,4
724500DWE10NNL1AXZ52,NL,201512,1620315,Net other operating income /(expenses),178.836375,4
724500DWE10NNL1AXZ52,NL,201512,1620316,TOTAL OPERATING INCOME_ NET,8511.366105,4
724500DWE10NNL1AXZ52,NL,201512,1620317,(Administrative expenses),5050.810249,4
724500DWE10NNL1AXZ52,NL,201512,1620318,(Depreciation),171.116664,4
724500DWE10NNL1AXZ52,NL,201512,1620319,(Provisions or (-) reversal of provisions),-6.490881,4
724500DWE10NNL1AXZ52,NL,201512,1620320,(Provisions or (-) reversal of provisions) - (Commitments and guarantees given),3.154405,4
724500DWE10NNL1AXZ52,NL,201512,1620321,(Provisions or (-) reversal of provisions) - (Other provisions),-9.645286,4
724500DWE10NNL1AXZ52,NL,201512,1620322,(Other provisions) - Of which pending legal issues and tax litigation,338.604965,4
724500DWE10NNL1AXZ52,NL,201512,1620323,(Other provisions) - Of which restructuring,52.793367,4
724500DWE10NNL1AXZ52,NL,201512,1620324,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss),578.728923,4
724500DWE10NNL1AXZ52,NL,201512,1620325,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss) - (Loans and receivables),577.022407,4
724500DWE10NNL1AXZ52,NL,201512,1620326,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss) - (Held to maturity investments_ AFS assets and financial assets measured at cost),1.706516,4
724500DWE10NNL1AXZ52,NL,201512,1620327,(Impairment or (-) reversal of impairment of investments in subsidaries_ joint ventures and associates and on non-financial assets),33.518464,4
724500DWE10NNL1AXZ52,NL,201512,1620328,(Impairment or (-) reversal of impairment of investments in subsidaries_ joint ventures and associates and on non-financial assets) - (of which Goodwill),0,4
724500DWE10NNL1AXZ52,NL,201512,1620329,Negative goodwill recognised in profit or loss,0,4
724500DWE10NNL1AXZ52,NL,201512,1620330,Share of the profit or (-) loss of investments in subsidaries_ joint ventures and associates,35.195034,4
724500DWE10NNL1AXZ52,NL,201512,1620331,Profit or (-) loss from non-current assets and disposal groups classified as held for sale not qualifying as discontinued operations,0,4
724500DWE10NNL1AXZ52,NL,201512,1620332,PROFIT OR (-) LOSS BEFORE TAX FROM CONTINUING OPERATIONS,2718.87772,4
724500DWE10NNL1AXZ52,NL,201512,1620333,PROFIT OR (-) LOSS AFTER TAX FROM CONTINUING OPERATIONS,1924.121055,4
724500DWE10NNL1AXZ52,NL,201512,1620334,Profit  or (-) loss after tax from discontinued operations,0,4
724500DWE10NNL1AXZ52,NL,201512,1620335,PROFIT OR (-) LOSS FOR THE YEAR,1924.121055,4
724500DWE10NNL1AXZ52,NL,201512,1620336,PROFIT OR (-) LOSS FOR THE YEAR - Of which attributable to owners of the parent,1918.997723,4
724500DWE10NNL1AXZ52,NL,201606,1620101,OWN FUNDS,25154.610227,2
724500DWE10NNL1AXZ52,NL,201606,1620102,COMMON EQUITY TIER 1 CAPITAL (net of deductions and after applying transitional adjustments),17213.002611,2
724500DWE10NNL1AXZ52,NL,201606,1620103,Capital instruments eligible as CET1 Capital (including share premium and net own capital instruments),13909.965,2
724500DWE10NNL1AXZ52,NL,201606,1620104,Retained earnings,3105.749184,2
724500DWE10NNL1AXZ52,NL,201606,1620105,Accumulated other comprehensive income,-441.96873,2
724500DWE10NNL1AXZ52,NL,201606,1620106,Other Reserves,0,2
724500DWE10NNL1AXZ52,NL,201606,1620107,Funds for general banking risk,0,2
724500DWE10NNL1AXZ52,NL,201606,1620108,Minority interest given recognition in CET1 capital,0,2
724500DWE10NNL1AXZ52,NL,201606,1620109,Adjustments to CET1 due to prudential filters,1140.473864,2
724500DWE10NNL1AXZ52,NL,201606,1620110,(-) Intangible assets (including Goodwill),-253.655742,2
724500DWE10NNL1AXZ52,NL,201606,1620111,(-) DTAs that rely on future profitability and do not arise from temporary differences net of associated DTLs,-21.331763,2
724500DWE10NNL1AXZ52,NL,201606,1620112,(-) IRB shortfall of credit risk adjustments to expected losses,-243.063968,2
724500DWE10NNL1AXZ52,NL,201606,1620113,(-) Defined benefit pension fund assets,0,2
724500DWE10NNL1AXZ52,NL,201606,1620114,(-) Reciprocal cross holdings in CET1 Capital,0,2
724500DWE10NNL1AXZ52,NL,201606,1620115,(-) Excess deduction from AT1 items over AT1 Capital,0,2
724500DWE10NNL1AXZ52,NL,201606,1620116,(-) Deductions related to assets which can alternatively be subject to a 1.250% risk weight,0,2
724500DWE10NNL1AXZ52,NL,201606,1620117,(-) Deductions related to assets which can alternatively be subject to a 1.250% risk weight - Of which: from securitisation positions (-),0,2
724500DWE10NNL1AXZ52,NL,201606,1620118,(-) Holdings of CET1 capital instruments of financial sector entities where the institiution does not have a significant investment,0,2
724500DWE10NNL1AXZ52,NL,201606,1620119,(-) Deductible DTAs that rely on future profitability and arise from temporary differences,0,2
724500DWE10NNL1AXZ52,NL,201606,1620120,(-) Holdings of CET1 capital instruments of financial sector entities where the institiution has a significant investment,0,2
724500DWE10NNL1AXZ52,NL,201606,1620121,(-) Amount exceding the 17.65% threshold,0,2
724500DWE10NNL1AXZ52,NL,201606,1620122,(-) Additional deductions of CET1 Capital due to Article 3 CRR,0,2
724500DWE10NNL1AXZ52,NL,201606,1620123,CET1 capital elements or deductions - other,0,2
724500DWE10NNL1AXZ52,NL,201606,1620124,Transitional adjustments,16.834766,2
724500DWE10NNL1AXZ52,NL,201606,1620125,Transitional adjustments due to grandfathered CET1 Capital instruments (+/-),0,2
724500DWE10NNL1AXZ52,NL,201606,1620126,Transitional adjustments due to additional minority interests (+/-),0,2
724500DWE10NNL1AXZ52,NL,201606,1620127,Other transitional adjustments to CET1 Capital (+/-),16.834766,2
724500DWE10NNL1AXZ52,NL,201606,1620128,ADDITIONAL TIER 1 CAPITAL (net of deductions and after transitional adjustments),842.924909,2
724500DWE10NNL1AXZ52,NL,201606,1620129,Additional Tier 1 Capital instruments,993,2
724500DWE10NNL1AXZ52,NL,201606,1620130,(-) Excess deduction from T2 items over T2 capital,0,2
724500DWE10NNL1AXZ52,NL,201606,1620131,Other Additional Tier 1 Capital components and deductions,0,2
724500DWE10NNL1AXZ52,NL,201606,1620132,Additional Tier 1 transitional adjustments,-150.075091,2
724500DWE10NNL1AXZ52,NL,201606,1620133,TIER 1 CAPITAL (net of deductions and after transitional adjustments),18055.92752,2
724500DWE10NNL1AXZ52,NL,201606,1620134,TIER 2 CAPITAL (net of deductions and after transitional adjustments),7098.682707,2
724500DWE10NNL1AXZ52,NL,201606,1620135,Tier 2 Capital instruments,5277.95159,2
724500DWE10NNL1AXZ52,NL,201606,1620136,Other Tier 2 Capital components and deductions,10.063647,2
724500DWE10NNL1AXZ52,NL,201606,1620137,Tier 2 transitional adjustments,1810.66747,2
724500DWE10NNL1AXZ52,NL,201606,1620138,TOTAL RISK EXPOSURE AMOUNT,106137.59555,2
724500DWE10NNL1AXZ52,NL,201606,1620139,TOTAL RISK EXPOSURE AMOUNT - Of which: Transitional adjustments included,0,2
724500DWE10NNL1AXZ52,NL,201606,1620140,COMMON EQUITY TIER 1 CAPITAL RATIO (transitional period),0.1621763007,2
724500DWE10NNL1AXZ52,NL,201606,1620141,TIER 1 CAPITAL RATIO (transitional period),0.1701181134,2
724500DWE10NNL1AXZ52,NL,201606,1620142,TOTAL CAPITAL RATIO (transitional period),0.2370000008,2
724500DWE10NNL1AXZ52,NL,201606,1620143,COMMON EQUITY TIER 1 CAPITAL (fully loaded),17196.167845,2
724500DWE10NNL1AXZ52,NL,201606,1620146,COMMON EQUITY TIER 1 CAPITAL RATIO (fully loaded),0.162017688,2
724500DWE10NNL1AXZ52,NL,201606,1620201,Risk exposure amount for credit exposures,84368.397282,2
724500DWE10NNL1AXZ52,NL,201606,1620202,Risk exposure amount for credit exposures - of which: for securitisation and re-securitisations in the banking book,78.625743,2
724500DWE10NNL1AXZ52,NL,201606,1620203,Risk exposure amount for credit exposures - of which: for contributions to the default fund of a CCP,348.266526,2
724500DWE10NNL1AXZ52,NL,201606,1620204,Risk exposure amount for credit exposures - of which: for Other credit risk,83941.505013,2
724500DWE10NNL1AXZ52,NL,201606,1620205,"Risk exposure amount for position, foreign exchange and commodities (Market risk)",3538.836894,2
724500DWE10NNL1AXZ52,NL,201606,1620206,Risk exposure amount for Market risk -   of which: Risk exposure amount for securitisation and re-securitisations in the trading book,0,2
724500DWE10NNL1AXZ52,NL,201606,1620207,Risk exposure amount for Credit Valuation Adjustment,1227.535277,2
724500DWE10NNL1AXZ52,NL,201606,1620208,Risk exposure amount for operational risk,17002.826095,2
724500DWE10NNL1AXZ52,NL,201606,1620209,Other risk exposure amounts,0,2
724500DWE10NNL1AXZ52,NL,201606,1620210,Total Risk exposure amount,106137.59555,2
724500DWE10NNL1AXZ52,NL,201606,1620301,Interest income,6206.896814,2
724500DWE10NNL1AXZ52,NL,201606,1620302,Interest income - Of which debt securities income,344.424844,2
724500DWE10NNL1AXZ52,NL,201606,1620303,Interest income - Of which loans and advances income,4902.961694,2
724500DWE10NNL1AXZ52,NL,201606,1620304,Interest expenses,3050.367081,2
724500DWE10NNL1AXZ52,NL,201606,1620305,Interest expenses - (Of which deposits expenses),857.098991,2
724500DWE10NNL1AXZ52,NL,201606,1620306,Interest expenses - (Of which debt securities issued expenses),1013.606241,2
724500DWE10NNL1AXZ52,NL,201606,1620307,Expenses on share capital repayable on demand,0,2
724500DWE10NNL1AXZ52,NL,201606,1620308,Dividend income,5.280413,2
724500DWE10NNL1AXZ52,NL,201606,1620309,Net Fee and commission income,865.535771,2
724500DWE10NNL1AXZ52,NL,201606,1620310,Gains or (-) losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss_ and of non financial assets_ net,-138.658794,2
724500DWE10NNL1AXZ52,NL,201606,1620311,Gains or (-) losses on financial assets and liabilities held for trading_ net,-98.844358,2
724500DWE10NNL1AXZ52,NL,201606,1620312,Gains or (-) losses on financial assets and liabilities designated at fair value through profit or loss_ net,-7.85045,2
724500DWE10NNL1AXZ52,NL,201606,1620313,Gains or (-) losses from hedge accounting_ net,-62.996034,2
724500DWE10NNL1AXZ52,NL,201606,1620314,Exchange differences [gain or (-) loss]_ net,0,2
724500DWE10NNL1AXZ52,NL,201606,1620315,Net other operating income /(expenses),92.297554,2
724500DWE10NNL1AXZ52,NL,201606,1620316,TOTAL OPERATING INCOME_ NET,3811.293836,2
724500DWE10NNL1AXZ52,NL,201606,1620317,(Administrative expenses),2497.032646,2
724500DWE10NNL1AXZ52,NL,201606,1620318,(Depreciation),80.972106,2
724500DWE10NNL1AXZ52,NL,201606,1620319,(Provisions or (-) reversal of provisions),-15.417342,2
724500DWE10NNL1AXZ52,NL,201606,1620320,(Provisions or (-) reversal of provisions) - (Commitments and guarantees given),-0.115798,2
724500DWE10NNL1AXZ52,NL,201606,1620321,(Provisions or (-) reversal of provisions) - (Other provisions),-15.301544,2
724500DWE10NNL1AXZ52,NL,201606,1620324,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss),98.842931,2
724500DWE10NNL1AXZ52,NL,201606,1620325,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss) - (Loans and receivables),98.842931,2
724500DWE10NNL1AXZ52,NL,201606,1620326,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss) - (Held to maturity investments_ AFS assets and financial assets measured at cost),0,2
724500DWE10NNL1AXZ52,NL,201606,1620327,(Impairment or (-) reversal of impairment of investments in subsidaries_ joint ventures and associates and on non-financial assets),7.53337,2
724500DWE10NNL1AXZ52,NL,201606,1620328,(Impairment or (-) reversal of impairment of investments in subsidaries_ joint ventures and associates and on non-financial assets) - (of which Goodwill),0,2
724500DWE10NNL1AXZ52,NL,201606,1620329,Negative goodwill recognised in profit or loss,0,2
724500DWE10NNL1AXZ52,NL,201606,1620330,Share of the profit or (-) loss of investments in subsidaries_ joint ventures and associates,30.593213,2
724500DWE10NNL1AXZ52,NL,201606,1620331,Profit or (-) loss from non-current assets and disposal groups classified as held for sale not qualifying as discontinued operations,0,2
724500DWE10NNL1AXZ52,NL,201606,1620332,PROFIT OR (-) LOSS BEFORE TAX FROM CONTINUING OPERATIONS,1172.923337,2
724500DWE10NNL1AXZ52,NL,201606,1620333,PROFIT OR (-) LOSS AFTER TAX FROM CONTINUING OPERATIONS,865.650278,2
724500DWE10NNL1AXZ52,NL,201606,1620334,Profit  or (-) loss after tax from discontinued operations,0,2
724500DWE10NNL1AXZ52,NL,201606,1620335,PROFIT OR (-) LOSS FOR THE YEAR,865.650278,2
724500DWE10NNL1AXZ52,NL,201606,1620336,PROFIT OR (-) LOSS FOR THE YEAR - Of which attributable to owners of the parent,865.023516,2
724500VLXQUMMD5BJB61,NL,201512,1620101,OWN FUNDS,3396.826983,4
724500VLXQUMMD5BJB61,NL,201512,1620102,COMMON EQUITY TIER 1 CAPITAL (net of deductions and after applying transitional adjustments),2916.0336,4
724500VLXQUMMD5BJB61,NL,201512,1620103,Capital instruments eligible as CET1 Capital (including share premium and net own capital instruments),4067.7629,4
724500VLXQUMMD5BJB61,NL,201512,1620104,Retained earnings,241.97552,4
724500VLXQUMMD5BJB61,NL,201512,1620105,Accumulated other comprehensive income,169.334647,4
724500VLXQUMMD5BJB61,NL,201512,1620106,Other Reserves,-1382.96213,4
724500VLXQUMMD5BJB61,NL,201512,1620107,Funds for general banking risk,0,4
724500VLXQUMMD5BJB61,NL,201512,1620108,Minority interest given recognition in CET1 capital,0,4
724500VLXQUMMD5BJB61,NL,201512,1620109,Adjustments to CET1 due to prudential filters,-68.780645,4
724500VLXQUMMD5BJB61,NL,201512,1620110,(-) Intangible assets (including Goodwill),-14.886036,4
724500VLXQUMMD5BJB61,NL,201512,1620111,(-) DTAs that rely on future profitability and do not arise from temporary differences net of associated DTLs,-0.338538,4
724500VLXQUMMD5BJB61,NL,201512,1620112,(-) IRB shortfall of credit risk adjustments to expected losses,-41.93824,4
724500VLXQUMMD5BJB61,NL,201512,1620113,(-) Defined benefit pension fund assets,0,4
724500VLXQUMMD5BJB61,NL,201512,1620114,(-) Reciprocal cross holdings in CET1 Capital,0,4
724500VLXQUMMD5BJB61,NL,201512,1620115,(-) Excess deduction from AT1 items over AT1 Capital,-21.513094,4
724500VLXQUMMD5BJB61,NL,201512,1620116,(-) Deductions related to assets which can alternatively be subject to a 1.250% risk weight,0,4
724500VLXQUMMD5BJB61,NL,201512,1620117,(-) Deductions related to assets which can alternatively be subject to a 1.250% risk weight - Of which: from securitisation positions (-),0,4
724500VLXQUMMD5BJB61,NL,201512,1620118,(-) Holdings of CET1 capital instruments of financial sector entities where the institiution does not have a significant investment,0,4
724500VLXQUMMD5BJB61,NL,201512,1620119,(-) Deductible DTAs that rely on future profitability and arise from temporary differences,0,4
724500VLXQUMMD5BJB61,NL,201512,1620120,(-) Holdings of CET1 capital instruments of financial sector entities where the institiution has a significant investment,0,4
724500VLXQUMMD5BJB61,NL,201512,1620121,(-) Amount exceding the 17.65% threshold,0,4
724500VLXQUMMD5BJB61,NL,201512,1620122,(-) Additional deductions of CET1 Capital due to Article 3 CRR,0,4
724500VLXQUMMD5BJB61,NL,201512,1620123,CET1 capital elements or deductions - other,0,4
724500VLXQUMMD5BJB61,NL,201512,1620124,Transitional adjustments,-32.620784,4
724500VLXQUMMD5BJB61,NL,201512,1620125,Transitional adjustments due to grandfathered CET1 Capital instruments (+/-),0,4
724500VLXQUMMD5BJB61,NL,201512,1620126,Transitional adjustments due to additional minority interests (+/-),0,4
724500VLXQUMMD5BJB61,NL,201512,1620127,Other transitional adjustments to CET1 Capital (+/-),-32.620784,4
724500VLXQUMMD5BJB61,NL,201512,1620128,ADDITIONAL TIER 1 CAPITAL (net of deductions and after transitional adjustments),0,4
724500VLXQUMMD5BJB61,NL,201512,1620129,Additional Tier 1 Capital instruments,0,4
724500VLXQUMMD5BJB61,NL,201512,1620130,(-) Excess deduction from T2 items over T2 capital,0,4
724500VLXQUMMD5BJB61,NL,201512,1620131,Other Additional Tier 1 Capital components and deductions,21.513094,4
724500VLXQUMMD5BJB61,NL,201512,1620132,Additional Tier 1 transitional adjustments,-21.513094,4
724500VLXQUMMD5BJB61,NL,201512,1620133,TIER 1 CAPITAL (net of deductions and after transitional adjustments),2916.0336,4
724500VLXQUMMD5BJB61,NL,201512,1620134,TIER 2 CAPITAL (net of deductions and after transitional adjustments),480.793383,4
724500VLXQUMMD5BJB61,NL,201512,1620135,Tier 2 Capital instruments,493.374855,4
724500VLXQUMMD5BJB61,NL,201512,1620136,Other Tier 2 Capital components and deductions,0,4
724500VLXQUMMD5BJB61,NL,201512,1620137,Tier 2 transitional adjustments,-12.581472,4
724500VLXQUMMD5BJB61,NL,201512,1620138,TOTAL RISK EXPOSURE AMOUNT,11512.892766,4
724500VLXQUMMD5BJB61,NL,201512,1620139,TOTAL RISK EXPOSURE AMOUNT - Of which: Transitional adjustments included,0,4
724500VLXQUMMD5BJB61,NL,201512,1620140,COMMON EQUITY TIER 1 CAPITAL RATIO (transitional period),0.2532841797,4
724500VLXQUMMD5BJB61,NL,201512,1620141,TIER 1 CAPITAL RATIO (transitional period),0.2532841797,4
724500VLXQUMMD5BJB61,NL,201512,1620142,TOTAL CAPITAL RATIO (transitional period),0.2950454809,4
724500VLXQUMMD5BJB61,NL,201512,1620143,COMMON EQUITY TIER 1 CAPITAL (fully loaded),2970.167478,4
724500VLXQUMMD5BJB61,NL,201512,1620146,COMMON EQUITY TIER 1 CAPITAL RATIO (fully loaded),0.2579862019,4
724500VLXQUMMD5BJB61,NL,201512,1620201,Risk exposure amount for credit exposures,9221.091521,4
724500VLXQUMMD5BJB61,NL,201512,1620202,Risk exposure amount for credit exposures - of which: for securitisation and re-securitisations in the banking book,79.574061,4
724500VLXQUMMD5BJB61,NL,201512,1620203,Risk exposure amount for credit exposures - of which: for contributions to the default fund of a CCP,0,4
724500VLXQUMMD5BJB61,NL,201512,1620204,Risk exposure amount for credit exposures - of which: for Other credit risk,9141.51746,4
724500VLXQUMMD5BJB61,NL,201512,1620205,"Risk exposure amount for position, foreign exchange and commodities (Market risk)",208.487825,4
724500VLXQUMMD5BJB61,NL,201512,1620206,Risk exposure amount for Market risk -   of which: Risk exposure amount for securitisation and re-securitisations in the trading book,0,4
724500VLXQUMMD5BJB61,NL,201512,1620207,Risk exposure amount for Credit Valuation Adjustment,384.953719,4
724500VLXQUMMD5BJB61,NL,201512,1620208,Risk exposure amount for operational risk,1698.359701,4
724500VLXQUMMD5BJB61,NL,201512,1620209,Other risk exposure amounts,0,4
724500VLXQUMMD5BJB61,NL,201512,1620210,Total Risk exposure amount,11512.892766,4
724500VLXQUMMD5BJB61,NL,201512,1620301,Interest income,2263.100168,4
724500VLXQUMMD5BJB61,NL,201512,1620302,Interest income - Of which debt securities income,126.873063,4
724500VLXQUMMD5BJB61,NL,201512,1620303,Interest income - Of which loans and advances income,1761.485216,4
724500VLXQUMMD5BJB61,NL,201512,1620304,Interest expenses,1269.16725,4
724500VLXQUMMD5BJB61,NL,201512,1620305,Interest expenses - (Of which deposits expenses),812.615052,4
724500VLXQUMMD5BJB61,NL,201512,1620306,Interest expenses - (Of which debt securities issued expenses),173.09911,4
724500VLXQUMMD5BJB61,NL,201512,1620307,Expenses on share capital repayable on demand,0,4
724500VLXQUMMD5BJB61,NL,201512,1620308,Dividend income,0.306543,4
724500VLXQUMMD5BJB61,NL,201512,1620309,Net Fee and commission income,47.579812,4
724500VLXQUMMD5BJB61,NL,201512,1620310,Gains or (-) losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss_ and of non financial assets_ net,23.916216,4
724500VLXQUMMD5BJB61,NL,201512,1620311,Gains or (-) losses on financial assets and liabilities held for trading_ net,17.824634,4
724500VLXQUMMD5BJB61,NL,201512,1620312,Gains or (-) losses on financial assets and liabilities designated at fair value through profit or loss_ net,0,4
724500VLXQUMMD5BJB61,NL,201512,1620313,Gains or (-) losses from hedge accounting_ net,39.325789,4
724500VLXQUMMD5BJB61,NL,201512,1620314,Exchange differences [gain or (-) loss]_ net,0,4
724500VLXQUMMD5BJB61,NL,201512,1620315,Net other operating income /(expenses),-20.003048,4
724500VLXQUMMD5BJB61,NL,201512,1620316,TOTAL OPERATING INCOME_ NET,1102.882864,4
724500VLXQUMMD5BJB61,NL,201512,1620317,(Administrative expenses),566.831753,4
724500VLXQUMMD5BJB61,NL,201512,1620318,(Depreciation),23.463709,4
724500VLXQUMMD5BJB61,NL,201512,1620319,(Provisions or (-) reversal of provisions),0,4
724500VLXQUMMD5BJB61,NL,201512,1620320,(Provisions or (-) reversal of provisions) - (Commitments and guarantees given),0,4
724500VLXQUMMD5BJB61,NL,201512,1620321,(Provisions or (-) reversal of provisions) - (Other provisions),0,4
724500VLXQUMMD5BJB61,NL,201512,1620322,(Other provisions) - Of which pending legal issues and tax litigation,0,4
